"ID_NAME","CONSUMPTION_SEGMENT_CODE","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"High chair","430142",14.549,12.912,13.791,12.623,18.23,18.103,16.876,19.432,10.969,9.374,8.794,6.155,0.895,1.124,1.228,2.916,1.195,-1.733,-1.392,-1.834,-3.249,-5.352,-8.356,-7.242,-7.268,-4.357,-7.378,-5.962,-8.287,-7.627,-6.812,-5.451,-4.799,-3.628,-1.41,1.509,-2.029,-2.956,-2.377,-5.932,-4.82,-4.387,-6.765,-8.229,-8.586,-4.045,-6.628,-8.6,-4.277,-4.579,-4.743,0.922,-4.921,-5.107
"Settee - non-leather","430143",9.456,11.139,12.744,11.618,12.847,13.49,11.89,13.72,12.424,13.431,12.735,11.752,10.257,10.076,9.527,8.711,8.026,6.27,6.018,3.462,2.591,2.413,1.817,-0.822,-1.571,-2.213,-2.58,-3.664,-3.256,-3.821,-5.537,-4.564,-3.993,-4.077,-3.974,-1.824,-0.881,-0.126,-0.95,-1.057,1,1.977,1.835,2.107,0.202,0.524,-0.358,-1.572,-1.314,-1.33,0.527,1.98,-2.029,-3.892
"Bed (adult)","430144",,,,,,,,,,,,,9.643,10.191,11.078,6.241,5.01,2.989,6.181,4.089,3.12,0.716,-0.111,-0.503,-3.112,-2.859,-3.769,-3.094,-3.186,-1.726,-1.54,-2.067,-2.681,1.188,2.525,2.136,3.394,2.254,1.518,1.05,4.296,2.098,2.901,2.747,1.404,0.609,-1.361,-0.197,0.918,-1.246,-0.077,1.554,-1.323,-0.117
"Duvet - double (10 - 13.5 tog)","430211",7.596,6.477,6.855,4.472,7.517,11.014,7.108,5.276,4.56,4.571,7.62,7.499,4.998,6.976,7.904,10.111,6.733,4.368,4.707,5.823,4.125,2.044,0.312,-0.701,-0.211,-2.123,-1.467,-2.89,-2.759,-3.315,-2.441,-2.696,-2.02,0.611,-0.519,0.361,1.566,2.646,1.884,2.281,4.798,4.703,3.064,3.949,3.384,1.048,0.335,0.082,0.826,0.062,0.3,2.068,-1.362,-0.044
"Duvet cover (with pillowcases)","430216",1.913,4.958,4.826,6.079,6.891,5.798,8.561,7.725,7.62,7.065,8.154,8.764,8.096,5.053,3.213,2.973,0.723,1.871,2.19,0.895,1.16,1.707,0.918,0.67,1.128,1.29,1.385,0.666,2.424,-0.012,0.653,0.976,0.052,-0.267,0.054,0.281,1.072,-0.514,0.224,0.196,0.609,1.463,1.062,2.753,1.828,0.029,-1.644,-3.295,-3.182,-1.385,-0.983,-2.352,-3.496,-3.554
"Bed sheet","430224",1.045,3.792,6.239,6.081,7.295,5.677,8.985,8.44,5.691,5.597,7.106,6.786,7.446,5.149,1.864,3.543,3.814,2.418,3.344,2.142,5,2.71,0.432,0.09,1.565,0.939,2.662,0.519,0.343,-1.237,-1.123,-0.923,-4.618,-1.834,-1.75,0.069,-0.7,-0.301,-1.24,-1.19,-1.819,-0.77,-1.848,-1.453,1.292,0.404,-1.206,-0.344,-2.705,-0.511,-0.988,0.185,-0.464,0.697
"Bath towel or sheet","430228",0.792,2.192,4.775,5.344,4.008,3.42,8.483,9.74,10.829,8.707,11.395,11.564,12.553,11.011,8.379,10.169,8.403,5.855,5.604,2.781,1.202,2.313,2.973,0.081,-0.47,1.748,0.169,-1.164,1.353,2.032,-2.537,-0.279,-0.143,-0.886,-1.531,0.079,-0.177,0.13,-1.245,-1.769,0.623,-1.352,3.279,3.335,3.47,2.225,0.402,0.829,3.171,0.95,1.673,2.593,0.099,2.096
"Roller blinds - fabric","430229",4.24,5.45,3.565,1.627,1.507,0.484,2.295,4.742,2.62,1.424,2.114,-0.659,0.435,-0.566,-0.47,1.217,1.664,2.615,2.277,2.575,-0.725,-5.042,0.246,3.786,2.261,3.556,2.572,1.11,1.486,-0.458,-0.046,0.302,1.207,9.562,0.861,0.871,0.17,0.51,1.166,-0.034,2.403,1.59,0.406,3.409,4.007,0.566,0.018,2.225,0.35,0.576,1.065,3.261,1.994,3.06
"Tufted synthetic carpet","430233",16.611,13.609,7.957,15.986,8.859,12.451,6.987,12.44,7.945,10.273,10.459,11.64,11.852,12.673,14.926,8.285,13.652,8.718,7.972,6.173,9.416,8.101,7.355,6.737,-1.156,0.591,4.109,2.737,2.778,1.633,4.296,2.185,-2.177,1.126,-0.801,-2.187,0.667,-3.049,-2.871,0.377,-1.425,-0.247,0.676,0.245,2.484,1.194,1.279,2.641,3.143,4.032,3.286,3.705,5.983,7.569
"Tufted wool carpet","430234",4.074,5.767,6.406,8.748,6.638,8.951,7.805,7.349,7.229,8.511,11.355,8.998,14.456,13.382,9.785,8.386,12.91,7.465,9.362,8.886,9.914,9.426,6.83,6.889,2.355,1.442,4.537,4.832,-0.074,1.625,3.569,2.312,0.666,2.677,1.895,2.825,2.986,2.801,0.697,2.068,3.062,3.383,1.666,2.068,1.662,3.194,2.732,3.078,1.599,1.709,1.876,2.937,5.534,6.026
"Rug","430235",-0.346,0.693,2.228,-1.341,2.611,-0.078,-0.025,1.455,2.242,3.762,4.158,7.46,9.871,8.318,7.758,8.128,8.163,12.236,14.428,10.097,12.553,8.57,7.118,7.139,-0.952,4.423,2.475,2.144,-2.305,-3.369,-6.484,-2.738,-7.031,-6.589,-4.999,-9.114,-1.322,-4.855,-3.325,-2.32,0.19,-1.039,-0.802,-2.47,-1.617,0.944,0.059,1.385,-0.239,0.354,0.277,1.713,2.567,1.682
"Curtains - ready-made","430236",3.747,6.416,15.269,2.102,7.204,4.115,-0.524,2.206,-5.493,4.933,9.084,9.39,-3.234,1.533,-3.486,9.963,4.483,5.179,9.367,8.768,16.798,9.709,5.408,9.422,15.557,8.355,4.72,3.525,4.009,7.36,8.291,4.737,5.199,1.331,2.53,1.56,-0.433,4.272,6.347,3.01,4.389,2.362,2.815,2.65,4.345,0.975,2.457,1.917,2.538,-2.372,-4.336,-0.178,-2.145,-4.67
"Luxury vinyl tile (LVT) flooring","430237",17.314,18.056,15.618,14.469,21.008,12.513,13.927,12.89,11.82,15.134,9.486,15.546,17.272,7.816,9.279,15.271,5.437,10.297,7.3,5.897,6.515,3.884,1.673,-3.797,-1.954,-0.442,-2.233,-4.185,-1.612,-4.121,-3.587,-1.441,0.24,-1.603,-0.012,-0.455,-0.682,-1.97,-1.672,-1.995,-2.817,-2.382,-3.226,-4.079,-4.29,-3.629,-2.069,-1.287,-1.947,-0.01,-1.171,1.653,2.153,2.692
"Cushion","430238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.11,-2.309,-2.401,0.166,-2.726,-6.148
"Electric cooker","430304",5.735,13.787,10.505,5.239,8.602,9.046,8.971,10.545,10.799,12.407,10.211,10.296,7.723,7.694,12.423,11.58,11.139,11.082,10.45,12.249,8.745,8.217,5.094,8.535,9.007,0.925,-0.42,1.741,-5.417,-1.243,-1.745,-4.854,-1.741,-4.594,-6.486,-2.637,-3.439,-0.897,-0.284,-3.857,2.818,-6.451,-5.635,-5.607,-7.936,-4.43,-3.297,-5.312,-5.249,-5.375,-4.585,-3.107,-6.282,-0.155
"Electric kettle","430307",9.482,15.25,5.759,8.547,12.138,4.631,4.966,5.751,9.997,-3.954,6.707,-3.954,-4.607,-1.118,4.706,6.815,0.128,4.211,7.041,4.942,1.759,3.404,0.883,8.976,7.593,7.41,-1.201,3.556,-3.068,2.163,-3.041,-5.878,-0.604,-1.908,0.729,-0.816,-5.627,-8.902,-4.572,-7.87,-4.202,-3.847,-0.678,-3.965,-3.857,0.167,-0.414,-5.119,0.144,5.413,0.849,-5.004,-0.023,-4.768
"Electric iron","430317",17.639,18.589,18.358,18.201,13.929,22.124,14.815,12.693,10.613,6.571,8.216,1.075,1.474,5.102,6.307,10.693,9.785,10.29,6.785,2.646,4.653,5.493,4.862,5.712,10.049,-0.576,-2.908,-5.895,-5.66,-8.325,-4.646,-7.645,-3.914,-10.373,-8.225,-10.128,-9.762,-5.537,-3.956,-9.454,-3.325,-6.354,-8.206,-2.604,-6.505,4.351,-7.678,3.549,-4.047,0.126,-5.53,1.97,-4.75,-0.8
"Electric razor","430321",-2.752,-1.129,-9.135,-8.88,-7.155,-7.362,-3.605,8.166,15.382,7.738,28.27,2.654,16.898,14.778,19.659,16.82,27.935,7.69,6.02,-12.034,9.235,12.426,7.07,15.14,-2.062,7.257,-6.904,8.514,-18.58,12.665,11.351,16.667,0.259,-8.398,-13.244,12.166,-3.454,-15.096,1.146,-18.096,5.866,-12.877,-3.087,-10.916,-13.61,-6.489,-12.426,-12.097,-13.955,0.748,-11.274,4.439,-7.389,-3.766
"Hair styling appliance (e.g. straighteners or tongs)","430351",13.303,-0.913,2.716,15.745,9.847,6.959,16.4,11.356,9.536,18.762,14.798,13.516,12.391,23.349,8.78,10.536,14.448,9.408,-0.689,-2.62,4.346,-5.427,-10.378,-2.666,-6.528,-6.161,-4.733,-2.768,-2.335,-9.423,4.11,3.105,6.782,1.864,4.575,4.251,2.883,0.137,6.766,-0.333,1.696,7.97,2.68,6.577,1.791,1.148,5.065,8.275,-3.944,7.404,-3.811,9.542,-1.122,1.962
"Vacuum cleaner","430355",3.904,2.376,8.89,5.741,5.429,0.247,-1.021,-1.603,1.488,2.317,4.263,0.116,1.617,1.382,-5.44,-1.78,6.292,1.458,-0.669,-6.797,-11.809,-6.431,-9.32,-0.105,-12.086,-6.425,-7.882,-4.925,-9.631,-10.171,-5.556,-3.331,4.292,-4.032,-8.01,-4.085,-2.331,-0.038,0.818,-10.642,-0.612,0.432,0.051,-2.908,-7.496,3.981,-0.914,0.177,2.003,-3.319,-5.906,4.435,-4.608,-2.122
"Dishwasher - full-sized","430356",3.907,7.832,5.868,1.718,2.63,6.52,2.5,4.293,5.116,7.753,7.752,12.91,8.118,7.619,9.314,10.218,10.692,5.939,8.04,6.743,1.755,3.402,-5.176,1.94,1.019,0.204,-0.79,-3.204,-5.451,-3.189,-6.476,-5.7,-4.957,-5.632,1.995,-4.452,-2.376,-3.034,-1.879,-2.18,-0.594,-1.591,-1.462,1.778,2.443,3.918,1.613,0.231,0.802,-2.626,-5.396,-3.056,-2.842,-6.041
"Electric heater","430358",21.434,9.707,25.636,27.406,24.431,23.568,23.347,23.191,27.36,16.342,-2.075,0.083,-0.43,12.374,-0.898,-0.511,1.489,-0.124,-1.129,-3.849,-7.206,-2.794,1.799,-4.498,-3.764,-20.315,-20.179,-18.767,-23.494,-22.371,-22.378,-22.671,-20.045,-7.906,-2.849,1.696,2.136,7.643,7.141,1.347,7.153,8.84,8.951,10.208,8.248,2.609,-0.851,-10.722,-10.057,-1.309,-6.853,-4.212,-5.616,-5.806
"Washing machine - no dryer","430361",5.367,8.054,5.967,9.904,9.776,8.126,6.125,4.127,8,9.933,8.272,3.418,7.286,4.933,6.416,5.563,7.237,1.965,2.008,2.242,-2.132,-0.22,-5.62,1.644,-0.61,-2.614,-6.262,-3.219,-10.251,-3.579,-3.344,0.438,3.416,-0.308,4.738,-1.94,0.467,-3.359,-1.031,-2.981,-0.889,-1.7,-3.716,-5.733,-4.322,-3.293,-3.135,-2.969,-4.108,-0.95,2.863,-0.687,0.515,2.233
"Fridge freezer","430362",13.297,13.409,9.205,14.429,12.813,13.111,13.237,11.326,14.315,12.198,10.389,9.192,15.635,15.998,17.984,9.481,9.845,8.327,6.857,3.829,1.996,3.48,5.241,4.68,0.006,-3.427,-5.929,2.956,-1.585,-2.819,-1.508,-2.529,-2.764,-5.667,-8.464,-4.148,-0.564,-7.474,-0.866,-10.7,-5.46,1.66,-0.533,2.575,-0.986,3.149,3.327,5.459,-4.23,7.478,-0.639,6.54,3.979,1.548
"Electric toothbrush","430363",14.82,7.323,14.942,8.354,15.574,17.567,11.344,11.397,15.474,2.719,5.967,-3.415,-0.548,10.068,1.698,17.445,13.043,-2.135,17.126,15.774,7.004,6.104,6.409,29.653,16.117,13.876,9.328,-2.61,0.697,8.834,-2.414,-3.123,1.288,-2.388,-10.635,-25.445,-5.504,-25.702,-11.95,-22.481,-13.912,-19.942,-14.261,-12.803,-1.563,-6.605,-11.16,-0.601,-10.198,-4.407,-4.412,-1.691,-7.361,-4.46
"Air fryer","430365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.482,-24.056,-13.099,-10.887,-9.312,-13.658,-14.182,3.06,-9.073,-4.025,-0.17,-0.297,-0.282,2.913,3.478,-0.619,0.644,5.28
"Saucepan","430407",21.163,21.919,21.214,19.923,24.368,25.703,25.396,21.806,28.512,16.115,14.937,15.131,3.832,5.053,2.561,-1.295,-1.856,-4.852,-8.117,-4.831,-6.476,-2.423,-4.207,-0.603,-2.194,-4.102,-0.556,2.124,1.321,2.117,2.833,1.674,1.906,0.376,2.677,-2.176,1.517,0.747,-2.173,-1.198,1.038,-1.298,1.201,-2.127,-2.562,-1.7,-2.695,-2.061,-2.43,-0.359,0.515,0.946,0.129,1.3
"Scissors","430409",17.879,17.632,16.715,15.723,12.989,11.736,11.268,9.871,17.29,15.17,16.154,13.559,3.663,2.452,1.041,4.081,4.15,4.768,8.959,6.626,1.213,4.553,6.258,5.163,5.082,6.489,6.018,2.772,1.27,1.468,-0.973,1.427,-0.753,-0.406,-1.937,-1.955,0.52,-2.602,-4.353,-4.553,-2.322,-0.664,-2.283,-1.476,0.701,0.061,-0.448,0.844,-2.929,-0.334,3.215,4.558,2.076,-1.565
"Gas fire","430413",6.618,7.966,7.381,7.967,8.586,9.172,11.008,11.85,13.809,13.858,12.854,13.644,13.363,12.405,12.211,10.79,9.754,8.423,6.12,6.702,3.7,3.109,1.999,1.13,1.621,1.871,2.189,1.691,2.6,2.724,3.187,2.562,2.406,2.25,2.728,3.319,2.041,1.705,2.061,1.641,0.173,0.511,-0.41,-0.245,-0.319,-0.062,-0.149,-0.109,0.275,0.172,0.055,0.187,1.136,0.887
"Gas cooker","430414",8.728,9.634,9.582,7.426,10.574,6.849,7.813,13.629,10.741,13.681,9.265,12.047,8.486,11.502,12.092,10.444,7.941,10.501,10.519,4.04,6.246,5.592,4.465,5.142,2.198,0.541,-1.091,3.675,-0.348,-1,-3.223,-0.707,0.389,-0.25,-1.329,-1.975,3.222,2.217,2.052,-2.714,1.37,5.742,7.551,1.185,2.282,0.935,-0.299,5.354,0.209,1.522,0.076,3.81,1.235,-3.425
"Food storage container - plastic","430418",23.369,19.057,13.765,13.292,14.279,6.138,11.689,11.875,9.076,8.171,9.061,4.541,2.151,1.28,2.409,0.616,2.349,0.749,1.611,0.577,7.028,1.132,-2.991,-0.248,2.75,0.897,-0.361,-0.292,-2.2,-0.012,-1.051,-1.351,-4.723,-3.144,-0.537,-1.843,-3.266,0.576,-0.686,-0.571,0.559,-1.117,-0.958,0.553,-1.145,-1.545,-3.361,-0.973,-1.782,-0.12,0.747,0.949,-0.387,1.974
"Cutlery set - stainless steel","430419",2.248,3.035,5.921,7.972,9.642,9.114,13.317,11.189,9.91,12.315,9.837,6.93,8.263,7.017,6.13,2.219,3.699,4.149,4.625,1.568,-0.79,1.333,-0.277,1.404,-1.92,-1.269,-0.071,1.362,-0.724,-2.188,-2.605,-2.35,-1.018,-4.099,-1.08,-2.971,-1.975,-1.507,-2.092,-5.917,-2.811,-0.133,-2.331,-1.143,-1.397,-0.799,-2.736,-1.888,-4.328,-2.518,-2.374,2.554,0.855,-1.001
"Drinking glass tumbler","430422",8.528,9.948,10.064,10.967,10.227,11.901,13.212,10.584,13.659,15.884,13.532,13.394,9.928,11.548,9.116,11.969,12.534,9.988,6.818,8.24,6.029,4.71,4.852,7.098,4.074,-1.074,-0.478,-2.124,-3.624,-1.269,-0.008,-1.43,-1.633,-4.276,-2.216,-4.609,-0.582,-1.065,2.068,0.998,1.845,2.135,1.961,4.402,3.07,4.1,0.481,1.562,-1.543,-1.178,-1.773,-0.673,0.997,-1.443
"Frying pan - non-stick","430423",8.009,4.215,5.648,9.129,13.898,13.768,9.692,13.31,15.994,9.718,5.777,12.012,8.977,6.324,5.297,4.283,1.665,0.757,2.816,6.659,-0.8,7.86,2.825,0.445,-4.833,-2.904,-2.729,0.162,-1.05,0.141,-4.17,-7.621,-1.163,-4.606,-0.71,-3.476,1.579,3.588,1.223,-0.413,0.059,-2.014,2.917,2.814,1.546,-1.925,-0.573,-0.329,0.891,-4.693,-7.41,-0.605,-0.387,-1.707
"Dinner plate","430425",4.364,6.265,6.558,11.348,11.166,10.314,12.816,13.434,13.952,17.292,9.747,4.321,2.499,2.192,4.275,6.213,2.465,2.018,1.719,-0.604,-2.438,0.657,0.905,0.457,2.131,2.459,1.153,-1.6,-0.687,-0.54,-1.575,0.517,-0.626,-2.141,1.171,0.291,4.007,2.268,-0.466,1.182,3.502,2.097,2.68,2.74,1.327,2.772,1.603,4.283,1.409,-0.412,4.654,3.218,1.867,2.717
"Ballpoint pens","430503",6.263,8.238,8.26,14.33,10.391,5.73,1.385,4.62,7.887,-1.489,0.94,4.666,6.32,3.806,10.9,6.231,7.787,9.288,9.385,6.259,8.065,12.721,10.263,4.169,6.983,3.142,-1.904,1.61,1.173,-2.181,1.519,1.172,1.784,2.593,2.646,4.13,1.8,3.734,3.571,2.395,2.647,2.671,-0.046,1.695,1.4,2.18,1.479,2.025,2.159,2.65,2.174,4.118,1.918,2.549
"Aluminium cooking foil","430505",5.633,5.499,11.174,15.5,18.824,22.2,23.908,28.618,28.195,32.038,33.5,34.597,30.726,28.874,21.094,15.219,12.496,10.496,5.887,-0.095,-1.808,-5.173,-6.214,-10.13,-9.088,-9.553,-8.786,-6.81,-8.589,-9.34,-6.418,-3.703,-2.933,-3.131,-3.261,-1.848,-2.274,-0.172,-0.547,-0.481,-0.734,-1.246,-1.535,-1.901,-0.348,0.955,0.275,1.987,2.183,0.037,1.604,1.258,1.928,3.684
"Washing-up liquid","430507",6.1,7.043,6.993,7.852,13.43,13.223,13.804,18.591,17.596,19.696,19.096,15.492,12.89,12.309,15.021,17.843,16.466,15.752,12.344,7.02,7.141,8.417,7.964,10.398,8.199,7.459,2.023,-0.988,-2.096,-1.875,-0.675,0.21,0.87,0.016,-0.511,-0.316,0.213,-0.754,-1.239,-0.534,-0.329,0.317,1.279,-0.349,-2.261,-0.827,-1.919,-1.245,-2.233,-0.292,-2.783,-3.171,-4.42,-3.392
"Household cleaner - liquid or cream","430509",1.333,-0.694,4.346,13.632,15.328,8.632,15.871,14.61,26.007,30.21,25.351,29.504,20.708,25.049,32.453,19.068,23.647,28.108,22.895,20.165,13.829,9.532,1.405,7.678,6.309,8.696,-0.936,0.332,-2.884,-2.508,-1.797,-3.264,-2.812,-0.944,5.514,-1.212,-1.191,-1.664,1.131,-0.524,-3.035,-3.737,-3.672,-2.388,-1.363,-3.369,-2.154,-2.882,-7.06,-3.721,-0.991,-3.473,4.654,7.418
"Sticky tape - clear","430525",9.423,13.425,11.946,11.861,6.484,7.371,8.777,6.359,4.559,8.488,11.213,12.758,12.74,10.653,9.989,8.732,9.049,7.848,3.811,4.651,7.239,3.345,1.98,1.651,0.513,-0.528,0.548,3.292,1.22,0.223,0.426,1.249,1.06,1.763,1.931,0.432,0.499,1.568,1.419,1.013,2.525,3.813,-0.69,1.297,1.791,1.258,-1.541,0.268,3.285,1.415,-0.133,-0.783,0.634,0.234
"Greetings card","430526",2.509,0.903,1.271,1.024,2.255,3.494,4.054,4.051,4.01,3.697,4.465,3.409,2.74,2.803,3.343,3.162,2.08,1.682,1.592,1.509,1.314,1.548,1.553,1.672,1.564,1.106,0.182,0.649,0.788,0.739,0.805,1.6,1.122,0.737,0.553,1.107,0.925,1.18,1.5,0.885,1.365,1.026,1.048,0.411,-1.725,-1.175,-0.467,-0.679,-1.299,-1.322,-3.215,-1.323,-0.914,-1.25
"Printer paper - A4","430527",3.848,5.974,7.813,12.953,19.85,23.232,24.367,31.093,34.682,37.522,38.747,36.97,38.633,35.549,33.171,26.238,20.348,15.783,15.753,9.202,5.661,2.611,-0.122,0.177,-0.655,-0.632,-0.062,1.072,2.142,4.474,5.233,3.229,6.599,5.879,9.148,9.288,11.507,11.323,9.943,9.69,2.713,0.726,-1.065,1.037,1.608,2.62,0.139,-0.078,-1.514,-2.23,-1.757,-4.037,2.107,2.538
"Bleach","430529",5.184,7.484,8.456,9.13,6.78,6.656,8.997,10.097,10.959,18.352,18.735,16.048,16.642,14.444,18.713,22.094,27.725,27.651,26.472,25.885,23.315,14.826,14.344,13.713,7.772,11.512,6.476,0.739,-2.999,-1.44,-2.199,-4.198,-1.795,-1.547,-2.738,-2.222,-0.932,0.213,-3.696,-2.338,-0.167,-1.734,-5.184,-4.971,-3.78,-2.885,-1.003,0.33,2.282,-0.602,3.434,2.225,4.594,10.195
"Inkjet cartridge - black","430530",6.723,7.538,8.195,9.079,5.669,4.611,4.901,7.005,5.126,6.93,12.756,14.151,8.39,9.366,6.644,7.427,6.855,10.088,9.713,6.769,9.948,7.267,3.246,3.325,5.382,0.509,2.051,1.377,4.606,5.512,4.785,6.017,1.172,0.168,1.19,0.776,2.083,7.222,6.54,5.892,3.214,-0.267,0.819,1.533,4.761,5.097,6.991,11.044,10.397,10.446,10.247,11.51,7.08,7.152
"Fabric conditioner","430531",1.888,7.658,-0.498,3.827,3.212,2.957,13.939,9.94,6.974,4.784,8.375,8.446,3.248,4.957,7.032,7.986,12.852,14.826,7.335,9.462,10.664,15.458,10.891,11.013,15.839,9.549,10.97,-0.689,8.782,1.896,2.599,-1.477,-2.929,-2.999,1.061,-0.391,-5.406,-1.211,-2.665,7.563,-4.875,-1.878,-3.86,1.309,0.526,-4.637,-2.751,-6.529,3.141,-2.758,-2.696,-7.648,-0.836,-4.429
"Kitchen roll","430533",2.909,0.394,5.236,6.836,17.198,18.082,21.346,19.187,23.215,28.666,31.458,33.504,30.392,35.555,33.374,32.737,19.809,20.864,14.194,11.497,6.199,4.847,-1.092,-0.789,0.325,-2.833,-2.993,-5.406,-4.6,-10.33,-5.227,-2.031,-3.39,-3.317,0.134,-0.194,-1.727,0.145,-3.474,-3.544,-2.362,3.804,-1.232,-3.91,0.507,-3.588,-3.259,-3.904,-1.18,-2.922,-1.591,-5.501,-1.875,-2.04
"Toilet rolls","430536",1.427,6.507,8.497,7.13,9.751,11.464,17.091,18.339,21.639,23.474,23.108,22.3,21.272,21.627,17.436,15.853,13.165,10.393,8.265,3.566,0.716,-0.361,-0.844,-3.67,-3.383,-7.3,-5.447,-6.138,-7.215,-7.309,-7.655,-7.025,-7.836,-6.259,-8.822,-4.057,-6.179,-1.639,-3.844,-0.988,-1.762,-1.187,-2.545,-1.742,-0.282,-4.902,0.388,-4.595,1.174,-2.295,-0.851,-2.538,1.751,2.145
"Dishwasher tablets","430538",-9.988,4.69,-4.085,2.386,-2.744,-2.745,1.973,6.986,9.941,14.033,14.061,3.816,21.769,2.113,18.109,8.738,13.739,16.864,16.608,22.169,9.333,11.123,13.215,20.67,6.881,14.296,9.091,9.941,8.393,2.681,2.896,1.547,0.29,0.409,0.365,-3.033,-3.18,2.522,-1.317,2.858,-4.151,2.117,1.047,-5.51,1.311,-3.31,-0.32,-4.582,-2.902,-5.435,-5.558,-5.438,-3.354,-3.178
"AA batteries","430539",-2.129,-1.715,4.419,2.8,9.146,12.994,14.981,12.814,12.215,9.675,9.647,8.743,7.8,8.796,8.297,12.32,9.256,9.356,6.695,6.227,6.559,7.759,7.408,7.606,7.988,9.871,5.644,1.926,3.557,2.378,2.51,2.215,-3.38,-5.287,-2.018,-2.931,-2.792,-4.449,-3.183,-1.335,-0.771,1.173,1.47,1.31,4.688,7.956,2.882,5.761,5.484,4.847,4.655,0.436,-0.593,-0.398
"Washing liquid or gel","430540",9.498,8.596,16.101,19.72,19.306,13.18,17.481,23.314,10.166,23.541,21.827,25.513,20.163,22.185,15.212,10.497,16.92,19.058,16.79,11.603,14.013,8.157,4.868,3.425,4.916,5.11,5.707,2.731,5.535,2.432,3.248,3.763,2.375,4.161,4.245,4.606,4.027,0.506,-3.069,7.396,-4.902,4.479,-0.191,-3.097,2.61,-1.4,-0.7,-1.47,0.929,1.033,5.089,-3.406,5.635,-2.951
"Surface wipes","430542",,,,,,,,,,,,,10.957,14.138,19.192,12.113,15.543,14.704,17.741,13.954,9.766,15.193,18.075,9.561,4.034,1.797,-2.764,-0.968,-0.509,-4.181,-3.824,-3.279,1.242,1.313,-3.238,2.524,3.049,6.394,4.707,6.176,-0.923,8.287,0.207,3.713,7.553,-4.584,4.295,-6.196,3.086,-2.673,-0.639,-8.546,0.843,-0.675
"Bin liners","430543",,,,,,,,,,,,,14.494,15.406,14.865,14.137,13.246,9.843,7.301,7.028,6.105,4.68,-2.128,-2.695,-3.718,-4.38,-5.961,-5.251,-5.272,-4.293,-3.231,-2.304,-2.022,-2.799,-0.6,-0.558,-0.331,-4.045,-2.463,-2.591,-3.057,-3.83,-0.939,-1.228,-1.855,-2.682,-3.095,-1.294,-1.261,3.448,3.235,2.634,4.209,8.072
"Light bulb - smart/Wi-Fi","430544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Light bulb","430545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wrapping paper","430546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dog food - can","430613",7.932,19.798,21.048,23.409,23.998,29.255,35.193,34.789,39.039,39.317,37.461,35.9,35.169,28.255,28.915,32.288,31.203,27.599,21.005,17.661,15.817,14.265,15.437,15.285,16.05,10.239,9.369,4.775,-0.036,-0.547,-0.361,-1.834,-4.242,-4.467,-4.604,-3.646,-5.023,-5.035,-7.373,-6.673,-1.955,0.893,-1.495,1.39,2.331,2.31,1.227,0.197,0.602,-0.987,4.282,9.5,8.327,4.155
"Small animal cage (e.g. hamster, gerbil)","430617",-0.191,1.437,1.445,3.217,2.4,4.437,5.052,5.728,6.581,4.947,5.202,4.585,3.388,3.546,4.314,3.524,2.193,1.38,3.614,0.678,2.899,3.287,1.939,3.015,-1.016,-3.139,-3.317,2.787,-14.552,8.533,17.235,16.716,15.363,15.404,14.917,15.35,7.337,19.29,19.466,12.039,36.886,8.689,-0.167,-0.371,0.273,-0.697,1.299,1.179,14.524,4.885,3.491,4.443,3.011,3.006
"Dog vaccination - annual booster (adult)","430621",5.771,5.629,6.861,7.094,7.916,8.836,10.593,10.704,11.556,11.705,11.621,11.784,11.619,12.592,12.31,12.341,13.506,14.311,13.454,14.158,15.112,15.087,14.922,14.667,14.286,13.249,12.696,12.66,11.287,10.421,10.154,9.037,8.526,8.867,9.122,8.605,8.883,8.89,8.601,8.379,8.869,8.513,8.262,7.914,6.898,5.69,4.84,5.032,4.625,4.748,5.342,5.439,4.841,5.033
